normalized_title,representative_title,first_seen_issue,issue_count,occurrence_count,best_confidence,source_kinds,game_id,first_seen_year,last_seen_issue,last_seen_year,alias_count,alias_titles,legacy_normalized_titles,observed_content_kinds,observed_content_forms,content_class,cleanup_flags,merge_confidence,match_status,match_confidence,canonical_title,canonical_slug,entity_type,release_year,wikipedia_url,wikidata_id,wikidata_url,categories,genres,themes,rating_value,rating_scale,rating_count,rating_source,rating_url,metadata_sources,match_action,match_notes,data_quality_score
starship troopers,Starship Troopers,CBS012006DVD,3,4,high,disc-metadata-value,starshiptroopers,2006,CBS052007DVDGold,2007,1,Starship Troopers,starship troopers,unknown,game_title,game,stripped_version_suffix,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
starsky and hutch,Starsky & Hutch,CBS092005DVD,1,1,high,disc-metadata-value,starskyandhutch,2005,CBS092005DVD,2005,1,Starsky & Hutch,starsky hutch,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
startgeld,Startgeld,CBS012005DVD,1,1,high,disc-metadata-value,startgeld,2005,CBS012005DVD,2005,1,Startgeld,startgeld,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
startzeit,Startzeit,CBS012005DVD,1,1,high,disc-metadata-value,startzeit,2005,CBS012005DVD,2005,1,Startzeit,startzeit,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,demoted_raw_qid_title; wikidata_only_match; demoted_weak_alias_match,45
star wars,Star Wars,CBS032006DVD,1,1,high,disc-metadata-value,starwars,2006,CBS032006DVD,2006,1,Star Wars,star wars,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
star wars battlefront,Star Wars Battlefront,CBS012005DVD,2,2,high,disc-metadata-value,starwarsbattlefront,2005,CBS052006DVD,2006,2,Star Wars Battlefront v 1; Star Wars Battlefrontv,star wars battlefront v 1; star wars battlefrontv,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
star wars empireat war forcesof corruption,Star Wars Empireat War Forcesof Corruption,CBS012007DVDGOLD,2,2,high,disc-metadata-value,starwarsempireatwarforcesofcorruption,2007,CBS082007DVDBonus,2007,1,Star Wars Empireat War Forcesof Corruption,star wars empireat war forcesof corruption,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
star wars empireat warv,Star Wars Empireat Warv,CBS052006DVD,4,4,high,disc-metadata-value,starwarsempireatwarv,2006,CBS102006DVD,2006,1,Star Wars Empireat Warv,star wars empireat warv,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
star wars rep,Star Wars Rep,CBS032005DVD,1,1,high,disc-metadata-value,starwarsrep,2005,CBS032005DVD,2005,1,Star Wars Rep,star wars rep,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
star wars republic com,Star Wars Republic Com,CBS042005DVD,1,1,high,disc-metadata-value,starwarsrepubliccom,2005,CBS042005DVD,2005,1,Star Wars Republic Com,star wars republic com,unknown,game_title,game,,high,matched,high,Star Wars: Republic Commando,star-wars-republic-commando,game,2005,https://en.wikipedia.org/wiki/Star_Wars%3A_Republic_Commando,Q862542,https://www.wikidata.org/wiki/Q862542,shooter,first-person shooter,,,,,,,wikidata,retained_best_alias_match,,92
star wolves,Star Wolves,CBS082005DVD,2,2,high,disc-metadata-value,starwolves,2005,CBS112006DVD,2006,1,Star Wolves,star wolves,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
star wolves 2,Star Wolves 2,CBS012008DVD,1,2,high,disc-metadata-value,starwolves2,2008,CBS012008DVD,2008,1,Star Wolves 2,star wolves 2,unknown,game_title,game,,high,matched,high,Star Wolves 2,star-wolves-2,game,2006,,Q110817187,https://www.wikidata.org/wiki/Q110817187,rpg; strategy,real-time strategy; role-playing video game,,,,,,,wikidata,retained_best_alias_match,canonical_title_backfilled_from_local_title; raw_qid_title_backfill_candidate; wikidata_only_match,87
steel saviour,Steel Saviour,CBS122004DVD,2,2,high,disc-manifest-path; disc-metadata-value,steelsaviour,2004,CBS092005DVD,2005,1,Steel Saviour,steel saviour,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,demoted_raw_qid_title; demoted_release_year_conflict; wikidata_only_match; demoted_weak_alias_match,35
still life,Still Life,CBS042005DVD,2,2,high,disc-metadata-value,stilllife,2005,CBS072005DVD,2005,1,Still Life,still life,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
still life 2,Still Life 2,CBS072009DVDGold,1,1,high,disc-metadata-value,stilllife2,2009,CBS072009DVDGold,2009,1,Still Life2,still life2,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
still life special edition,Still Life Special Edition,CBS102008DVD,1,1,high,disc-metadata-value,stilllifespecialedition,2008,CBS102008DVD,2008,1,Still Life Special Edition,still life special,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
stolen,Stolen,CBS032005DVD,2,2,high,disc-metadata-value,stolen,2005,CBS082005DVD,2005,2,Stolen; Stolen v,stolen; stolen v,unknown,game_title,game,stripped_version_suffix,high,matched,high,Stolen (video game),stolen-video-game,game,2005,https://en.wikipedia.org/wiki/Stolen_%28video_game%29,Q4050192,https://www.wikidata.org/wiki/Q4050192,action; adventure,action-adventure game; cyberpunk video game,,,,,,,wikidata,retained_best_alias_match,,92
stone age 2,Stone Age 2,CBS122008DVDGold,1,1,high,disc-metadata-value,stoneage2,2008,CBS122008DVDGold,2008,1,Stone Age 2,stone age 2,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
stonechecker,Stonechecker,CBS082007DVDBonus,1,1,high,disc-metadata-value,stonechecker,2007,CBS082007DVDBonus,2007,1,Stonechecker,stonechecker,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
stonechecker 3,Stonechecker 3,CBS102005DVD,1,1,high,disc-metadata-value,stonechecker3,2005,CBS102005DVD,2005,1,Stonechecker 3,stonechecker 3,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
stranger,Stranger,CBS062007DVD,2,2,high,disc-metadata-value,stranger,2007,CBS052008DVD,2008,1,Stranger,stranger,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
strategic command,Strategic Command,CBS082006DVD,2,2,high,disc-metadata-value,strategiccommand,2006,CBS102006DVD,2006,2,Strategic Command; Strategic Commandv,strategic command; strategic commandv,unknown,game_title,game,stripped_version_suffix,high,matched,high,Strategic Command (video game series),strategic-command-video-game-series,game,,https://en.wikipedia.org/wiki/Strategic_Command_%28video_game_series%29,Q1675445,https://www.wikidata.org/wiki/Q1675445,strategy,turn-based strategy video game,,,,,,,wikidata,retained_best_alias_match,,88
stromberg broist krieg,Stromberg Broist Krieg,CBS082007DVD,1,1,high,disc-metadata-value,strombergbroistkrieg,2007,CBS082007DVD,2007,1,Stromberg Broist Krieg,stromberg broist krieg,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
stronghold 2,Stronghold 2,CBS012005DVD,4,5,high,disc-metadata-value,stronghold2,2005,CBS122007DVD,2007,2,Stronghold 2; Stronghold 2 v 1 31,stronghold 2; stronghold 2v 1 31,unknown,game_title,game,stripped_version_suffix,high,matched,high,Stronghold 2,stronghold-2,game,2005,https://en.wikipedia.org/wiki/Stronghold_2,Q1414295,https://www.wikidata.org/wiki/Q1414295,strategy,real-time strategy,,,,,,,wikidata,retained_best_alias_match,,92
stronghold castle attack,Stronghold Castle Attack,CBS082007DVDBonus,1,1,high,disc-metadata-value,strongholdcastleattack,2007,CBS082007DVDBonus,2007,1,Stronghold Castle Attack,stronghold castle attack,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
stronghold crusader extreme,Stronghold Crusader Extreme,CBS092008DVDGold,1,1,high,disc-metadata-value,strongholdcrusaderextreme,2008,CBS092008DVDGold,2008,1,Stronghold Crusader Extreme,stronghold crusader extreme,unknown,game_title,game,,high,matched,high,Stronghold Crusader Extreme,stronghold-crusader-extreme,game,2008,https://de.wikipedia.org/wiki/Stronghold_Crusader_Extreme,Q13699,https://www.wikidata.org/wiki/Q13699,simulation; strategy,real-time strategy; simulation video game,,39/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,95
stronghold legends,Stronghold Legends,CBS012007DVD,2,2,high,disc-metadata-value,strongholdlegends,2007,CBS052007DVD,2007,1,Stronghold Legendsv,stronghold legendsv,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
stuntman ignition,Stuntman: Ignition,CBS062007DVD,2,2,high,disc-metadata-value,stuntmanignition,2007,CBS092007DVD,2007,1,Stuntman Ignition,stuntman ignition,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,Stuntman: Ignition,stuntman-ignition,game,2007,https://en.wikipedia.org/wiki/Stuntman%3A_Ignition,Q2469760,https://www.wikidata.org/wiki/Q2469760,racing,racing video game,,,,,,,wikidata,retained_best_alias_match,,92
sudden strike,Sudden Strike,CBS092006DVD,1,1,high,disc-metadata-value,suddenstrike,2006,CBS092006DVD,2006,1,Sudden Strike,sudden strike,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
sudden strike 2,Sudden Strike 2,CBS122005DVD,1,1,high,disc-metadata-value,suddenstrike2,2005,CBS122005DVD,2005,1,Sudden Strike 2,sudden strike 2,unknown,game_title,game,,high,matched,high,Sudden Strike 2,sudden-strike-2,game,2002,https://en.wikipedia.org/wiki/Sudden_Strike_2,Q4050318,https://www.wikidata.org/wiki/Q4050318,strategy,real-time tactics,,,,,,,wikidata,retained_best_alias_match,mobygames unavailable,92
sudden strike 3 arms for victory,Sudden Strike 3 Arms for Victory,CBS052008DVD,1,2,high,disc-metadata-value,suddenstrike3armsforvictory,2008,CBS052008DVD,2008,1,Sudden Strike 3 Arms for Victory v 1,sudden strike 3 arms for victory v 1,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
sudden strike 3 armsfor victory ardennen offensive,Sudden Strike 3 Armsfor Victory Ardennen Offensive,CBS092008DVDGold,1,1,high,disc-metadata-value,suddenstrike3armsforvictoryardennenoffensive,2008,CBS092008DVDGold,2008,1,Sudden Strike3 Armsfor Victory Ardennen Offensive,sudden strike3 armsfor victory ardennen offensive,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
sudeki,Sudeki,CBS122006DVD,1,1,high,disc-manifest-path; disc-metadata-value,sudeki,2006,CBS122006DVD,2006,1,Sudeki,sudeki,unknown,game_title,game,,high,matched,high,Sudeki,sudeki,game,2004,https://en.wikipedia.org/wiki/Sudeki,Q2264579,https://www.wikidata.org/wiki/Q2264579,action; rpg,action role-playing game,,75/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,95
sudoko meister,Sudoko Meister,CBS082007DVD,1,1,high,disc-metadata-value,sudokomeister,2007,CBS082007DVD,2007,1,Sudoko Meister,sudoko meister,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
sudoku,Sudoku,CBS052006DVD,1,1,high,disc-manifest-path; disc-metadata-value,sudoku,2006,CBS052006DVD,2006,1,Sudoku,sudoku,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
summer athletics,Summer Athletics,CBS102008DVDGold,1,1,high,disc-metadata-value,summerathletics,2008,CBS102008DVDGold,2008,1,Summer Athletics,summer athletics,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
sunrise the game,Sunrise The Game,CBS042008DVDGold,1,1,high,disc-metadata-value,sunrisethegame,2008,CBS042008DVDGold,2008,1,Sunrise The Game,sunrise the,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
super nautica,Super Nautica,CBS042007DVD,2,2,high,disc-metadata-value,supernautica,2007,CBS082007DVDBonus,2007,1,Super Nautica,super nautica,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
supertuxkart,SuperTuxKart,CBS062008DVD,1,1,high,disc-metadata-value,supertuxkart,2008,CBS062008DVD,2008,1,Super Tux Kart,super tux kart,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,SuperTuxKart,supertuxkart,game,2004,https://en.wikipedia.org/wiki/SuperTuxKart,Q971909,https://www.wikidata.org/wiki/Q971909,racing,kart racing game; mascot racer; racing video game,,,,,,,wikidata,retained_best_alias_match,,92
supreme commander,Supreme Commander,CBS032007DVD,4,4,high,disc-metadata-value,supremecommander,2007,CBS082007DVD,2007,2,Supreme Commander; Supreme Commanderv,supreme commander; supreme commanderv,unknown,game_title,game,stripped_version_suffix,high,matched,high,Supreme Commander (video game),supreme-commander-video-game,game,2007,https://en.wikipedia.org/wiki/Supreme_Commander_%28video_game%29,Q728983,https://www.wikidata.org/wiki/Q728983,strategy,real-time strategy; science fiction video game,,88/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,95
supreme commander forged alliance,Supreme Commander Forged Alliance,CBS072008DVD,1,2,high,disc-metadata-value,supremecommanderforgedalliance,2008,CBS072008DVD,2008,1,Supreme Commander Forged Alliance,supreme commander forged alliance,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
supreme ruler 2020,Supreme Ruler 2020,CBS092008DVD,1,1,high,disc-metadata-value,supremeruler2020,2008,CBS092008DVD,2008,1,Supreme Ruler2020,supreme ruler2020,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
surf attack,Surf Attack,CBS122004DVD,2,2,high,disc-metadata-value,surfattack,2004,CBS082007DVDBonus,2007,1,Surf Attack,surf attack,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
surfive,Surfive,CBS082001,1,1,high,vollversion-fullversion,surfive,2001,CBS082001,2001,1,Surfive,surfive,full_version,full_version_game,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
surfs up,Surfs Up,CBS082007DVD,1,1,high,disc-metadata-value,surfsup,2007,CBS082007DVD,2007,1,Surfs Up,surfs up,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
suzuki alstare extreme racing,Suzuki Alstare Extreme Racing,CBS022003,1,1,high,vollversion-fullversion,suzukialstareextremeracing,2003,CBS022003,2003,1,Suzuki Alstare Extreme Racing,suzuki alstare extreme racing,full_version,full_version_game,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
sven kommt,Sven kommt,CBS122005DVD,1,1,high,disc-metadata-value,svenkommt,2005,CBS122005DVD,2005,1,Sven kommt,sven kommt,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
swat 4,SWAT 4,CBS052005DVD,1,1,high,disc-metadata-value,swat4,2005,CBS052005DVD,2005,1,SWAT 4,swat 4,unknown,game_title,game,,high,matched,high,SWAT 4,swat-4,game,2005,https://en.wikipedia.org/wiki/SWAT_4,Q1151933,https://www.wikidata.org/wiki/Q1151933,shooter; strategy,tactical shooter,,,,,,,wikidata,retained_best_alias_match,,92
swat 4 the stetchkov syndicate,Swat 4 The Stetchkov Syndicate,CBS042006DVD,1,1,high,disc-metadata-value,swat4thestetchkovsyndicate,2006,CBS042006DVD,2006,1,Swat 4 The Stetchkov Syndicate,swat 4 the stetchkov syndicate,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
sweet sour,Sweet Sour,CBS012006DVD,2,2,high,disc-metadata-value,sweetsour,2006,CBS082007DVDBonus,2007,1,Sweet Sour,sweet sour,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
switchfire,Switchfire,CBS032007DVD,1,1,high,disc-metadata-value,switchfire,2007,CBS032007DVD,2007,1,Switchfire,switchfire,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,demoted_raw_qid_title; wikidata_only_match; demoted_weak_alias_match,45
sword of the stars,Sword of the Stars,CBS102006DVDGOLD,1,1,high,disc-metadata-value,swordofthestars,2006,CBS102006DVDGOLD,2006,1,Swordofthe Stars,swordofthe stars,unknown,game_title,game,split_compound_token,medium,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,46
